Project_ID,Date,Region,State,Warehouse,Supplier,Material_Type,Project_Phase,Tower_Type,Substation_Type,Historical_Demand,Current_Inventory,Lead_Time_Days,Supplier_Risk,Commodity_Price,Transportation_Cost,Storage_Capacity,Production_Capacity,Project_Budget,Weather,Season,Quantity_Required
PG-PROJ-EMER-004,2024-01-17,WR,Gujarat,WH-WR-02,KEC International,Conductor,Planning,Tension,AIS (Air Insulated),0.0,362.0,18.0,0.12250085654022791,126.8033484602709,69.23462825930791,3377,4289,161360,Heavy Wind,Winter,136
PG-PROJ-005,2021-10-06,NER,Assam,WH-NER-01,Tata Power,Transformer,Stringing,Angle,AIS (Air Insulated),2.0,5.0,111.0,0.5571334794843799,100.25199145853793,32.08063726673214,6926,3976,255959,Normal,Post-Monsoon,4
PG-PROJ-011,2022-02-23,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Testing & Commissioning,Tension,AIS (Air Insulated),783.0,139.0,46.0,0.16564728792903888,118.53389350844749,32.004151247280824,4403,2583,231680,Normal,Winter,429
PG-PROJ-004,2025-06-18,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Tower Erection,Angle,GIS (Gas Insulated),107.0,69.0,42.0,0.2016251808230911,124.47571445456241,93.04559655478539,3274,4284,91129,Heavy Wind,Monsoon,120
PG-PROJ-011,2025-10-15,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Tower Erection,Angle,Hybrid,399.0,52.0,46.0,0.22294574205549605,121.21935508554093,43.63896783079474,4403,2583,231680,Normal,Post-Monsoon,616
PG-PROJ-016,2023-02-22,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Stringing,Angle,GIS (Gas Insulated),756.0,609.0,56.0,0.26344663201571134,125.23502254891619,50.09400901956647,4779,5632,148535,Normal,Winter,457
PG-PROJ-005,2025-04-23,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Foundation,Terminal,AIS (Air Insulated),385.0,257.0,38.0,0.3488688812663746,134.50779358260107,98.99773607679438,4113,5424,255959,Extreme Heat,Summer,365
PG-PROJ-021,2023-01-18,SR,Tamil Nadu,WH-SR-01,Sterlite Power,Conductor,Foundation,Transposition,AIS (Air Insulated),497.0,253.0,63.0,0.4361209203945608,120.88483041295075,66.8674439429237,7450,6523,183442,Rainy,Winter,421
PG-PROJ-017,2025-04-30,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Tower Erection,Terminal,AIS (Air Insulated),3289.0,1545.0,64.0,0.3894049820020229,135.6156376058534,62.38319329869256,7366,6700,313601,Normal,Summer,837
PG-PROJ-EMER-002,2025-04-23,WR,Maharashtra,WH-WR-01,Skipper Limited,Hardware Fittings,Tower Erection,Suspension,AIS (Air Insulated),435.0,272.0,9.0,0.09636542382861295,134.50779358260107,96.03856461797717,6593,5077,445929,Normal,Summer,376
PG-PROJ-001,2022-02-23,NR,Haryana,WH-NR-01,Skipper Limited,Insulator,Foundation,Suspension,AIS (Air Insulated),,-150.0,,,118.53389350844749,23.7067787016895,3042,6508,182714,,Winter,335
PG-PROJ-023,2021-05-26,NER,Manipur,WH-NER-02,Tata Power,Transformer,Planning,Suspension,AIS (Air Insulated),6.0,1.0,92.0,0.6528388937081228,152.60196548372102,53.715891850269806,6377,4913,172525,Normal,Summer,0
PG-PROJ-EMER-002,2025-04-30,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Tower Erection,Transposition,AIS (Air Insulated),667.0,876.0,11.0,0.07240444476134658,135.6156376058534,125.30884914780854,4773,2800,445929,Normal,Summer,642
PG-PROJ-018,2020-09-02,ER,Bihar,WH-ER-02,Skipper Limited,Insulator,Stringing,Angle,AIS (Air Insulated),57.0,307.0,39.0,0.16007713879422175,93.26488837119732,41.969199767038795,5767,6179,220087,Normal,Monsoon,473
PG-PROJ-EMER-003,2020-01-22,NER,Manipur,WH-NER-02,Tata Power,Transformer,Planning,Transposition,AIS (Air Insulated),8.0,1024.0,45.0,0.23834506261106558,106.58454478461204,160.3031553560565,6377,4913,258485,Normal,Winter,0
PG-PROJ-021,2020-10-21,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Stringing,Angle,GIS (Gas Insulated),2.0,1948.0,109.0,0.5469554018938463,96.65699306184254,23.342663824434972,4103,5173,229303,Normal,Post-Monsoon,3
PG-PROJ-EMER-003,2024-06-12,NER,Manipur,WH-NER-02,Kalpataru Power,Tower Member,Foundation,Transposition,GIS (Gas Insulated),829.0,275.0,43.0,0.23159680818260292,122.37605006754804,195.80168010807685,7423,5294,206788,Normal,Monsoon,864
PG-PROJ-021,2023-12-27,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Tower Erection,Angle,Hybrid,1113.0,200.0,60.0,0.19248850435487086,120.77257152945907,43.05542175025215,3861,3065,183442,Normal,Winter,803
PG-PROJ-EMER-001,2024-06-12,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Planning,Tension,GIS (Gas Insulated),310.0,20.0,32.0,0.16954773700212944,122.37605006754804,257.9625947398879,6057,5226,381926,Heavy Wind,Monsoon,92
PG-PROJ-EMER-002,2024-09-04,WR,Maharashtra,WH-WR-01,Tata Power,Transformer,Stringing,Transposition,Hybrid,0.0,8.0,50.0,0.24001495334237086,111.78417077403172,93.89870345018666,7733,2121,445929,Normal,Monsoon,8
PG-PROJ-001,2024-05-29,NR,Haryana,WH-NR-01,Tata Power,Transformer,Tower Erection,Tension,Hybrid,13.0,4.0,93.0,0.3653767918018714,125.90445005242431,125.70300293234044,7656,5447,182714,Heavy Wind,Summer,5
PG-PROJ-017,2025-12-17,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Testing & Commissioning,Terminal,Hybrid,1249.0,222.0,42.0,0.1282923430198967,131.55201143182694,68.07816591597043,7366,6700,313601,Normal,Winter,571
PG-PROJ-004,2020-08-26,ER,West Bengal,WH-ER-01,KEC International,Conductor,Planning,Suspension,Hybrid,1121.0,1119.0,63.0,0.2552743467445094,97.34834595535105,45.87540803145918,7731,5528,113912,Heavy Wind,Monsoon,76
PG-PROJ-016,2020-11-04,NR,Haryana,WH-NR-01,Tata Power,Transformer,Foundation,Angle,AIS (Air Insulated),8.0,2084.0,111.0,0.6183197824104489,97.84375547598734,22.504063759477088,7656,5447,185669,Normal,Post-Monsoon,3
PG-PROJ-021,2021-04-21,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Foundation,Angle,Hybrid,45.0,498.0,61.0,0.28366221241821515,154.33399864511577,65.66911642349676,3861,3065,229303,Normal,Summer,674
PG-PROJ-001,2022-05-11,NR,Haryana,WH-NR-01,KEC International,Conductor,Tower Erection,Suspension,AIS (Air Insulated),414.0,848.0,55.0,0.23671448804293277,114.19722340581157,27.578629452503495,7820,3804,182714,Extreme Heat,Summer,538
PG-PROJ-EMER-004,2023-12-20,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Planning,Angle,AIS (Air Insulated),175.0,135.0,20.0,0.11222239912280704,120.67452508021447,96.29827101401114,6324,2305,161360,Normal,Winter,82
PG-PROJ-017,2020-11-18,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Foundation,Angle,AIS (Air Insulated),47.0,104.0,33.0,0.132087988583187,99.55519568971417,37.78119676424652,7158,6118,392002,Normal,Post-Monsoon,106
PG-PROJ-EMER-002,2021-04-28,WR,Maharashtra,WH-WR-01,Kalpataru Power,Earthwire,Stringing,Angle,Hybrid,273.0,629.0,37.0,0.3008095710812301,152.96266600867594,158.8440805167095,5639,3966,557412,Extreme Heat,Summer,766
PG-PROJ-008,2024-05-15,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Tower Erection,Terminal,AIS (Air Insulated),482.0,717.0,63.0,0.28395532351095565,125.72704443611006,62.86352221805503,7310,5821,239352,Normal,Summer,1071
PG-PROJ-025,2024-04-03,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Stringing,Tension,Hybrid,5.0,1.0,90.0,0.3956752903005788,130.78265228229992,37.60001253116123,3774,3860,106644,Normal,Summer,4
PG-PROJ-EMER-002,2024-10-09,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Testing & Commissioning,Transposition,GIS (Gas Insulated),866.0,926.0,17.0,0.2112413474972052,115.96280529353265,112.02006991355255,4773,2800,445929,Normal,Post-Monsoon,628
PG-PROJ-008,2024-10-30,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Planning,Tension,AIS (Air Insulated),410.0,431.0,72.0,0.45513835917245676,118.8070433594459,37.127201049826844,7310,5821,239352,Normal,Post-Monsoon,122
PG-PROJ-011,2024-06-12,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Tower Erection,Suspension,AIS (Air Insulated),111.0,105.0,36.0,0.2297024297596869,122.37605006754804,34.26529401891345,4793,6094,231680,Normal,Monsoon,144
PG-PROJ-EMER-002,2022-10-19,WR,Maharashtra,WH-WR-01,Skipper Limited,Hardware Fittings,Tower Erection,Tension,AIS (Air Insulated),437.0,376.0,13.0,0.19543460735590273,104.28221909608023,171.6902455197865,6593,5077,445929,Normal,Post-Monsoon,410
PG-PROJ-017,2022-10-05,SR,Andhra Pradesh,WH-SR-02,Skipper Limited,Insulator,Stringing,Angle,AIS (Air Insulated),705.0,1009.0,32.0,0.21045138544447278,106.34848512921282,77.90558278140485,4623,6943,313601,Heavy Wind,Post-Monsoon,819
PG-PROJ-EMER-004,2021-04-28,WR,Gujarat,WH-WR-02,Tata Power,Transformer,Testing & Commissioning,Suspension,GIS (Gas Insulated),16.0,5.0,51.0,0.6117299936301911,152.96266600867594,118.20954829150477,5147,2104,201701,Extreme Heat,Summer,20
PG-PROJ-021,2022-08-17,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Testing & Commissioning,Terminal,GIS (Gas Insulated),791.0,521.0,35.0,0.20325849140066685,104.84912387758159,36.17294773776565,6869,2785,183442,Normal,Monsoon,280
PG-PROJ-014,2022-10-19,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Tower Erection,Terminal,Hybrid,4.0,2.0,93.0,0.34369642283177915,104.28221909608023,80.58929891745079,4352,6570,233021,Normal,Post-Monsoon,4
PG-PROJ-025,2022-11-30,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Stringing,Angle,AIS (Air Insulated),1.0,4.0,89.0,0.3464285151218555,109.01073214840149,42.24165870750558,3774,3860,106644,Normal,Post-Monsoon,5
PG-PROJ-012,2020-05-13,NER,Assam,WH-NER-01,Skipper Limited,Insulator,Foundation,Angle,GIS (Gas Insulated),156.0,80.0,29.0,0.16831767536439365,103.78154444799705,54.79665546854245,3807,5548,124025,Normal,Summer,281
PG-PROJ-EMER-005,2021-06-02,WR,Maharashtra,WH-WR-01,Skipper Limited,Hardware Fittings,Planning,Suspension,Hybrid,16.0,364.0,34.0,0.2786924734171102,140.67615157463462,134.41606282956337,6593,5077,527837,Rainy,Monsoon,50
PG-PROJ-EMER-004,2020-08-19,WR,Gujarat,WH-WR-02,Tata Power,Transformer,Foundation,Suspension,Hybrid,3.0,1104.0,50.0,0.27416699029733455,94.43847008148383,95.19397784213571,5147,2104,201701,Normal,Monsoon,6
PG-PROJ-EMER-004,2020-04-29,WR,Gujarat,WH-WR-02,KEC International,Conductor,Planning,Tension,AIS (Air Insulated),127.0,136.0,30.0,0.18597781508707842,109.1474390896633,71.16958765841494,3377,4289,201701,Extreme Heat,Summer,0
PG-PROJ-021,2023-12-27,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Tower Erection,Tension,GIS (Gas Insulated),5.0,2.0,86.0,0.2638414742563282,120.77257152945907,34.72211431471948,4103,5173,183442,Normal,Winter,2
PG-PROJ-006,2020-12-09,ER,Bihar,WH-ER-02,Sterlite Power,Earthwire,Foundation,Tension,AIS (Air Insulated),58.0,141.0,37.0,0.20077574688784028,102.06697822849436,73.36064060173031,6639,4266,103407,Extreme Heat,Winter,117
PG-PROJ-005,2024-05-01,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Stringing,Suspension,Hybrid,394.0,597.0,27.0,0.19632818659932882,126.6964200286432,121.22313468340585,4938,3105,255959,Rainy,Summer,455
PG-PROJ-EMER-005,2020-01-01,WR,Maharashtra,WH-WR-01,Skipper Limited,Hardware Fittings,Foundation,Angle,AIS (Air Insulated),199.0,680.0,7.0,0.13413242372639217,104.74507122951685,63.789748378775776,6593,5077,527837,Normal,Winter,582
PG-PROJ-011,2024-10-23,NR,Uttar Pradesh,WH-NR-02,Kalpataru Power,Tower Member,Testing & Commissioning,Transposition,AIS (Air Insulated),797.0,530.0,66.0,0.22099612149688777,116.91110987223054,53.1945549918649,3450,6981,231680,Rainy,Post-Monsoon,454
PG-PROJ-007,2020-11-11,ER,Bihar,WH-ER-02,Tata Power,Hardware Fittings,Tower Erection,Tension,GIS (Gas Insulated),174.0,33.0,18.0,0.1890353166923613,99.0740798412541,42.106483932532996,4463,4897,181516,Normal,Post-Monsoon,116
PG-PROJ-021,2024-05-08,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Hardware Fittings,Testing & Commissioning,Angle,GIS (Gas Insulated),194.0,302.0,25.0,0.19147733622808258,125.08338283310603,54.22990062729311,7198,2163,183442,Heavy Wind,Summer,206
PG-PROJ-EMER-004,2021-06-02,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Planning,Terminal,Hybrid,508.0,807.0,31.0,0.19921341113382324,140.67615157463462,62.03818284441387,6114,4427,201701,Normal,Monsoon,0
PG-PROJ-003,2025-12-03,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Tower Erection,Suspension,GIS (Gas Insulated),225.0,96.0,35.0,0.24303754724620363,129.4082494828876,29.763897381064147,4793,6094,119298,Extreme Cold,Winter,156
PG-PROJ-012,2025-04-16,NER,Assam,WH-NER-01,KEC International,Tower Member,Testing & Commissioning,Suspension,Hybrid,849.0,125.0,60.0,0.23833901827239357,135.60389286167035,47.732570287307965,5986,3603,99220,Normal,Summer,407
PG-PROJ-EMER-004,2021-12-15,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Tower Erection,Tension,Hybrid,581.0,692.0,12.0,0.09524730620922177,109.29362053290217,68.85498093572836,6324,2305,161360,Normal,Winter,622
PG-PROJ-007,2022-12-07,ER,Bihar,WH-ER-02,Skipper Limited,Insulator,Tower Erection,Suspension,GIS (Gas Insulated),390.0,354.0,32.0,0.13985980171457832,115.05991900727996,70.47420039195897,5767,6179,145212,Normal,Winter,340
PG-PROJ-EMER-003,2020-07-29,NER,Manipur,WH-NER-02,Kalpataru Power,Tower Member,Stringing,Tension,AIS (Air Insulated),196.0,317.0,40.0,0.1869773339998904,97.86667085088666,75.16160321348097,7423,5294,258485,Normal,Monsoon,312
PG-PROJ-014,2022-08-24,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Tower Erection,Terminal,GIS (Gas Insulated),360.0,727.0,79.0,0.391159126209938,106.6419840902232,39.24425014520214,6057,5226,233021,Normal,Monsoon,895
PG-PROJ-005,2025-05-07,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Foundation,Terminal,Hybrid,509.0,213.0,20.0,0.10509264579495771,131.32202960470735,103.7969321995607,4113,5424,255959,Heavy Wind,Summer,330
PG-PROJ-EMER-002,2025-08-06,WR,Maharashtra,WH-WR-01,Sterlite Power,Conductor,Testing & Commissioning,Terminal,GIS (Gas Insulated),876.0,1145.0,26.0,0.21817529904807664,118.31944641965387,86.96479311844558,7357,3777,445929,Normal,Monsoon,1006
PG-PROJ-009,2021-04-28,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Stringing,Terminal,Hybrid,118.0,600.0,32.0,0.18701329589073873,152.96266600867594,52.00730644294982,4793,6094,238685,Normal,Summer,410
PG-PROJ-016,2020-07-08,NR,Haryana,WH-NR-01,Skipper Limited,Insulator,Testing & Commissioning,Angle,GIS (Gas Insulated),350.0,273.0,46.0,0.4023367393183315,99.0558547198262,39.62234188793048,3042,6508,185669,Normal,Monsoon,266
PG-PROJ-022,2020-12-30,NER,Manipur,WH-NER-02,Kalpataru Power,Tower Member,Planning,Tension,GIS (Gas Insulated),91.0,1084.0,79.0,0.5154755358207774,140.73461699954106,99.07717036767691,7423,5294,324622,Normal,Winter,93
PG-PROJ-013,2021-05-26,ER,Bihar,WH-ER-02,KEC International,Conductor,Foundation,Tension,GIS (Gas Insulated),123.0,1.0,45.0,0.5209858925754317,152.60196548372102,182.2639725246193,7747,4081,152953,Rainy,Summer,561
PG-PROJ-EMER-002,2021-07-14,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Testing & Commissioning,Terminal,AIS (Air Insulated),12.0,480.0,24.0,0.15439589165757964,139.2397229374745,154.68140821124044,4773,2800,445929,Extreme Heat,Monsoon,506
PG-PROJ-024,2021-01-13,NER,Manipur,WH-NER-02,Tata Power,Transformer,Foundation,Suspension,Hybrid,0.0,8.0,90.0,0.6686544972556088,149.23649928374394,57.30681572495768,6377,4913,157487,Normal,Winter,3
PG-PROJ-009,2020-01-01,NR,Uttar Pradesh,WH-NR-02,Kalpataru Power,Tower Member,Stringing,Tension,GIS (Gas Insulated),384.0,1017.0,81.0,0.4137924239682156,104.74507122951685,28.281169231969553,3450,6981,238685,Normal,Winter,313
PG-PROJ-EMER-005,2025-09-03,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Tower Erection,Tension,AIS (Air Insulated),227.0,24.0,16.0,0.1464788150808432,119.53401519776527,97.89835844696977,4773,2800,422269,Normal,Monsoon,464
PG-PROJ-021,2022-04-06,SR,Tamil Nadu,WH-SR-01,Kalpataru Power,Earthwire,Foundation,Tension,Hybrid,159.0,32.0,29.0,0.1569804871418614,120.77467589548314,69.4454386399028,4017,4962,183442,Normal,Summer,143
PG-PROJ-016,2020-12-09,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Foundation,Tension,AIS (Air Insulated),588.0,988.0,65.0,0.14285456116397108,102.06697822849436,27.558084121693476,4779,5632,185669,Normal,Winter,621
PG-PROJ-EMER-001,2023-11-29,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Tower Erection,Terminal,AIS (Air Insulated),1416.0,770.0,20.0,0.217630640848559,112.76426517883358,88.18165536984785,7366,6700,381926,Normal,Post-Monsoon,756
PG-PROJ-012,2025-11-05,NER,Assam,WH-NER-01,KEC International,Tower Member,Stringing,Suspension,AIS (Air Insulated),520.0,35.0,70.0,0.4526431794902427,124.32983722880934,80.56573452426848,5986,3603,99220,Normal,Post-Monsoon,483
PG-PROJ-014,2025-10-22,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Stringing,Suspension,Hybrid,404.0,674.0,60.0,0.2141828213125377,121.10346218828481,66.84911112793321,6057,5226,233021,Normal,Post-Monsoon,515
PG-PROJ-025,2021-10-06,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Stringing,Terminal,AIS (Air Insulated),214.0,572.0,57.0,0.23913741490922813,100.25199145853793,52.13103555843973,5578,2314,106644,Heavy Wind,Post-Monsoon,685
PG-PROJ-EMER-005,2020-04-01,WR,Maharashtra,WH-WR-01,Sterlite Power,Conductor,Tower Erection,Angle,Hybrid,1293.0,665.0,21.0,0.07077881902822063,105.39488540366725,104.02475189341956,7357,3777,527837,Normal,Summer,868
PG-PROJ-EMER-001,2024-01-10,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Stringing,Suspension,GIS (Gas Insulated),4.0,9.0,45.0,0.2612566633372007,125.85633576603975,60.78861017499719,4352,6570,381926,Normal,Winter,8
PG-PROJ-EMER-004,2023-10-25,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Testing & Commissioning,Terminal,Hybrid,465.0,817.0,8.0,0.11647832210975662,109.16627166641622,73.3597345598317,7653,6063,161360,Normal,Post-Monsoon,518
PG-PROJ-018,2024-07-17,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Testing & Commissioning,Suspension,GIS (Gas Insulated),366.0,276.0,106.0,0.5091867231515,118.15660454907722,113.66665357621228,7310,5821,176069,Rainy,Monsoon,80
PG-PROJ-002,2024-09-04,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Testing & Commissioning,Suspension,GIS (Gas Insulated),106.0,105.0,30.0,0.14983291543030164,111.78417077403172,43.595826601872375,3274,4284,308743,Rainy,Monsoon,51
PG-PROJ-017,2025-08-20,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Stringing,Tension,AIS (Air Insulated),413.0,392.0,57.0,0.2712876104190038,119.91800100857495,39.99265333635974,6057,5226,313601,Normal,Monsoon,387
PG-PROJ-004,2025-10-15,ER,West Bengal,WH-ER-01,KEC International,Conductor,Stringing,Tension,Hybrid,90.0,1666.0,49.0,0.2531218929343531,121.21935508554093,36.36580652566228,7731,5528,91129,Normal,Post-Monsoon,2466
PG-PROJ-016,2020-04-22,NR,Haryana,WH-NR-01,Skipper Limited,Hardware Fittings,Stringing,Transposition,GIS (Gas Insulated),114.0,226.0,29.0,0.27861535572047424,107.05400583023963,58.45148718331084,5534,3878,185669,Heavy Wind,Summer,183
PG-PROJ-004,2021-10-13,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Testing & Commissioning,Transposition,AIS (Air Insulated),336.0,415.0,36.0,0.24987473191989096,100.90306999173588,36.57736287200426,5267,6108,91129,Normal,Post-Monsoon,332
PG-PROJ-002,2024-04-17,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Foundation,Angle,AIS (Air Insulated),5.0,1.0,103.0,0.48818821572461174,129.25099535811225,75.93495977289095,3774,3860,308743,Normal,Summer,3
PG-PROJ-021,2023-09-13,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Planning,Terminal,Hybrid,1.0,8.0,95.0,0.351402749194026,107.20446875500895,41.67037700507198,4103,5173,183442,Rainy,Monsoon,1
PG-PROJ-005,2020-05-06,NER,Assam,WH-NER-01,Sterlite Power,Conductor,Stringing,Terminal,GIS (Gas Insulated),909.0,1792.0,41.0,0.1777871411975944,104.43796388671818,45.117200399062256,4813,4795,319949,Normal,Summer,1317
PG-PROJ-EMER-002,2023-01-11,WR,Maharashtra,WH-WR-01,Tata Power,Transformer,Stringing,Transposition,AIS (Air Insulated),1.0,5.0,51.0,0.20617898187601724,118.01304475419602,61.956848495952904,7733,2121,445929,Normal,Winter,8
PG-PROJ-007,2021-04-14,ER,Bihar,WH-ER-02,Tata Power,Transformer,Testing & Commissioning,Angle,AIS (Air Insulated),8.0,4.0,97.0,0.6567481750660432,155.15804292134305,53.52952480786335,3336,5570,181516,Extreme Cold,Summer,10
PG-PROJ-EMER-004,2025-03-12,WR,Gujarat,WH-WR-02,KEC International,Conductor,Planning,Transposition,GIS (Gas Insulated),0.0,247.0,32.0,0.1682280234095103,133.98851446553854,110.0179692276537,3377,4289,161360,Extreme Heat,Summer,324
PG-PROJ-008,2020-10-28,ER,Bihar,WH-ER-02,Sterlite Power,Earthwire,Testing & Commissioning,Angle,Hybrid,191.0,179.0,57.0,0.39766895317719186,96.46830205431955,47.02829725148078,6639,4266,299191,Normal,Post-Monsoon,144
PG-PROJ-016,2020-08-26,NR,Haryana,WH-NR-01,Tata Power,Transformer,Planning,Tension,Hybrid,9.0,2115.0,91.0,0.29163334022666476,97.34834595535105,34.26661777628357,7656,5447,185669,Normal,Monsoon,0
PG-PROJ-021,2022-11-23,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Planning,Terminal,AIS (Air Insulated),0.0,104.0,30.0,0.13268389149922313,110.458133852707,99.58905348160063,6869,2785,183442,Normal,Post-Monsoon,79
PG-PROJ-EMER-004,2025-06-04,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Foundation,Tension,AIS (Air Insulated),2165.0,260.0,27.0,0.09399426928632541,125.35481521329821,100.03314254021197,6114,4427,161360,Normal,Monsoon,1470
PG-PROJ-EMER-004,2022-12-21,WR,Gujarat,WH-WR-02,Sterlite Power,Earthwire,Foundation,Angle,AIS (Air Insulated),195.0,481.0,27.0,0.3580086875551825,113.8323190268066,69.32388228732522,6696,4730,161360,Normal,Winter,302
PG-PROJ-004,2022-02-02,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Planning,Transposition,GIS (Gas Insulated),349.0,32.0,59.0,0.30159124331689546,118.02343257979936,108.43402868269067,5578,2314,91129,Normal,Winter,50
PG-PROJ-021,2025-02-19,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Testing & Commissioning,Suspension,AIS (Air Insulated),607.0,446.0,62.0,0.2987930665659156,133.82271194803178,63.09740868349699,3861,3065,183442,Normal,Winter,374
PG-PROJ-017,2025-04-02,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Tower Erection,Tension,AIS (Air Insulated),165.0,186.0,33.0,0.19084066014603018,133.62740918168,59.93189301798348,7158,6118,313601,Normal,Summer,175
PG-PROJ-EMER-004,2020-07-01,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Foundation,Terminal,Hybrid,1256.0,788.0,26.0,0.18314513487711098,96.67350963386653,91.35646660400387,6114,4427,201701,Normal,Monsoon,1054
PG-PROJ-EMER-001,2024-11-20,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Foundation,Tension,GIS (Gas Insulated),4.0,676.0,34.0,0.35343351769451714,118.81211042916217,81.70708834213482,7366,6700,381926,Extreme Heat,Post-Monsoon,544
PG-PROJ-EMER-002,2025-07-30,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Testing & Commissioning,Tension,AIS (Air Insulated),583.0,473.0,13.0,0.22676379207401148,122.12203705955022,143.359059304206,4773,2800,445929,Heavy Wind,Monsoon,548
PG-PROJ-025,2020-10-07,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Testing & Commissioning,Tension,Hybrid,3.0,1100.0,107.0,0.6000276393080175,97.75918113086085,46.43561103715891,3774,3860,133306,Normal,Post-Monsoon,7
PG-PROJ-012,2020-11-18,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Planning,Suspension,GIS (Gas Insulated),22.0,145.0,35.0,0.20029097541505633,99.55519568971417,76.45839028970049,4938,3105,124025,Normal,Post-Monsoon,0
PG-PROJ-004,2021-08-11,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Stringing,Tension,Hybrid,429.0,247.0,82.0,0.3197273278802909,99.37639379678552,46.831125576735175,5578,2314,91129,Heavy Wind,Monsoon,100
PG-PROJ-EMER-005,2025-04-16,WR,Maharashtra,WH-WR-01,Kalpataru Power,Tower Member,Testing & Commissioning,Transposition,GIS (Gas Insulated),1013.0,997.0,32.0,0.20020630993706498,135.60389286167035,65.49668025218676,3816,6628,422269,Extreme Heat,Summer,904
PG-PROJ-018,2022-06-08,ER,Bihar,WH-ER-02,Tata Power,Transformer,Planning,Tension,Hybrid,0.0,0.0,104.0,0.42238398477851263,111.36209186713431,86.86243165636476,3336,5570,176069,Rainy,Monsoon,0
PG-PROJ-021,2021-12-01,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Testing & Commissioning,Angle,Hybrid,13.0,1.0,88.0,0.3232696889325053,107.49232850230901,30.904044444413838,4103,5173,183442,Normal,Winter,10
PG-PROJ-021,2020-07-08,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Foundation,Tension,Hybrid,2.0,2000.0,94.0,0.32540686727911455,99.0558547198262,51.03357635165445,4103,5173,229303,Normal,Monsoon,4
PG-PROJ-025,2024-08-14,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Planning,Angle,GIS (Gas Insulated),3.0,0.0,115.0,0.4041944544348964,114.46729116666222,53.65654273437291,3774,3860,106644,Normal,Monsoon,1
